,clauses,label
30,"CETTE ATTRIBUTION DE JURIDICTION VAUT NONOBSTANT PLURALITE DE DEFENDEURS OU APPEL EN GARANTIE, MEME POUR LES PROCEDURES D’URGENCE OU LES PROCEDURES CONSERVATOIRES EN REFERE OU PAR REQUETE.",3
31,"Pour tout renseignement, vous pouvez contacter le Service Clients au      (Service gratuit + prix de l’appel) depuis la France, ou le +      depuis l’étranger, aux heures d’ouverture du Service Clients indiquées dans la rubrique « Nous contacter » du Site de SEPHORA.",3
32,Dernière mise à jour le  juin .,3
33,"Pour consulter la version précédente, rendez-vous ici.",3
34,"Amazon Europe Core SARL, Amazon EU SARL et/ou leurs sociétés affiliées (« Amazon ») vous fournissent des fonctionnalités de site internet et d'autres produits et services quand vous visitez le site internet Amazon.fr (le « site internet »), effectuer des achats sur le site Internet, utiliser des appareils, produits et services d'Amazon, utiliser des applications Amazon pour mobile, utiliser des logiciels fournis par Amazon dans le cadre de tout ce qui précède (ensemble ci-après, les « Services Amazon »).",3
35,"Veuillez consulter notre Notice Protection de vos Informations Personnelles, notre Notice Cookies et notre Notice Annonces publicitaires basées sur vos centres d'intérêt pour comprendre comment nous collectons et traitons vos informations personnelles dans le cadre des Services Amazon.",3
36,Amazon fournit les Services Amazon et vend des produits selon les conditions définies sur cette page.,3
37,Amazon.fr est le nom commercial utilisé par Amazon.,3
38,"Conditions d'utilisation
Conditions Générales de Vente

CONDITIONS D'UTILISATION
Merci de lire ces conditions attentivement avant d'utiliser les Services Amazon.",3
39,"En utilisant les Services Amazon, vous acceptez d'être soumis aux présentes conditions.",3
40,Nous offrons un large panel de Services Amazon et il se peut que des conditions additionnelles s'appliquent.,3
41,"Quand vous utilisez un Service Amazon (par exemple, Votre Profil, les Chèques-Cadeaux ou les Applications Amazon pour mobile), vous êtes aussi soumis aux termes, lignes directrices et conditions applicables à ce Service Amazon (« Conditions du Service »).",3
42,"Si ces Conditions d'Utilisation entrent en contradiction avec ces Conditions du Service, les Conditions du Service prévaudront.",3
43,Procédure et formulaire de notification de violation de droits.,3
44,Procédure et Formulaire de notification en vue de notifier un contenu injurieux ou diffamatoire.,3
45,"COMMUNICATIONS ELECTRONIQUES
Quand vous utilisez un quelconque Service Amazon ou que vous nous envoyez des courriers électroniques, SMS ou autres communications depuis vos équipements fixes ou mobiles, vous communiquez avec nous électroniquement.",3
46,"Nous communiquerons avec vous électroniquement par divers moyens, tels que par courrier électronique, SMS, messages de notification dans l'application ou en postant des courriers électroniques ou des communications sur le site internet ou à travers les autres Services Amazon, tels que notre Gestionnaire de communication.",3
47,"A des fins contractuelles, vous acceptez que tous les accords, informations, divulgations et autres communications que nous vous enverrons électroniquement remplissent toutes les obligations légales des communiquer par écrit, à moins qu'une loi impérative spécifique impose un autre mode de communication.",3
48,"RECOMMANDATIONS ET PERSONNALISATION
Dans le cadre des Services Amazon, nous vous recommanderons des fonctionnalités, des produits et des services, comprenant des publicités de tiers, qui sont susceptibles de vous intéresser, nous identifierons vos préférences et nous personnaliserons votre expérience.",3
49,"PROPRIETE INTELLECTUELLE, DROIT D'AUTEUR, ET PROTECTION DES BASES DE DONNEES
Tout le contenu présent ou rendu disponible à travers les Services Amazon, tels que les textes, les graphiques, les logos, les boutons, les images, les morceaux de musique, les téléchargements numériques, et les compilations de données, est la propriété d'Amazon, de ses sociétés affiliées ou de ses fournisseurs de contenu et est protégé par le droit luxembourgeois et international de la propriété intellectuelle, d'auteur et de protection des bases de données.",3
50,La compilation de tout le contenu présent ou rendu disponible à travers les Services Amazon est la propriété exclusive d'Amazon et est protégé par le droit luxembourgeois et international de la propriété intellectuelle et de protection des bases de données.,3
51,Vous ne devez pas extraire et/ou réutiliser de façon systématique des parties du contenu de tout Service Amazon sans notre autorisation expresse et écrite.,3
52,"En particulier, vous ne devez pas utiliser de robot d'aspiration de données, ou tout autre outil similaire de collecte ou d'extraction de données pour extraire (en une ou plusieurs fois), pour réutiliser une partie substantielle d'un quelconque Service Amazon, sans notre accord express et écrit.",3
53,Vous ne devez pas non plus créer et/ou publier vos propres bases de données qui comporteraient des parties substantielles (ex : nos prix et nos listes de produits) d'un Service Amazon sans notre accord express et écrit.,3
54,"MARQUES DEPOSEES
Cliquer ici pour voir une liste non exhaustive des marques déposées par Amazon.",3
55,"Par ailleurs, les graphiques, logos, en-têtes de page, boutons, scripts et noms de services inclus ou rendus disponibles à travers un Service Amazon sont des marques ou visuels d'Amazon.",3
56,"Les marques et visuels d'Amazon ne peuvent pas être utilisés pour des produits ou services qui n'appartiennent pas à Amazon, ou d'une quelconque manière qui pourrait provoquer une confusion parmi les clients, ou d'une quelconque manière qui dénigre ou discrédite Amazon.",3
57,"Toutes les autres marques qui n'appartiennent pas à Amazon et qui apparaissent sur un quelconque Service Amazon sont la propriété de leurs propriétaires respectifs, qui peuvent, ou non, être affiliés, liés ou parrainés par Amazon.",3
58,"BREVETS
Un ou plusieurs brevets détenus par Amazon s'appliquent aux Services Amazon, à ce site internet et aux fonctionnalités et services accessibles via le site internet et les Services Amazon.",3
59,Des parties de ce site internet fonctionnent sous licences d'un ou plusieurs brevets.,3
60,Cliquer ici pour voir une liste non exhaustive des brevets détenus par Amazon et des licences de brevets applicables.,3
61,"LICENCE ET ACCES
Sous réserve du respect des présentes Conditions d'Utilisation et des Conditions des Services et du paiement de tous les sommes applicables, Amazon ou ses fournisseurs de contenu vous accorde une licence limitée, non exclusive, non transférable, non sous licenciable pour l'accès et à l'utilisation personnelle et non commerciale des Services Amazon.",3
62,"Cette licence n'inclut aucun droit d'utilisation d'un Service Amazon ou de son contenu pour la vente ou tout autre utilisation commerciale ; de collecte et d'utilisation d'un listing produit, descriptions, ou prix de produits; de toute utilisation dérivée d'un Service Amazon ou de son contenu ; de tout téléchargement ou copie des informations d'un compte pour un autre commerçant ; ou de toute utilisation de robot d'aspiration de données, ou autre outil similaire de collecte ou d'extraction de données.",3
63,"Tous les droits qui ne vous ont pas été expressément accordés dans ces Conditions d'Utilisation ou dans les Conditions d'un Service sont réservés et restent à Amazon ou à ses licenciés, fournisseurs, éditeurs, titulaires de droits, ou tout autre fournisseur de contenu.",3
64,"Aucun Service Amazon ou tout ou partie de celui-ci ne doit être reproduit, copié, vendu, revendu, visité ou exploité pour des raisons commerciales sans notre autorisation expresse et écrite.",3
65,"Vous ne devez pas cadrer ou utiliser des techniques de cadrage (framing) pour insérer toute marque, logo ou autre information commerciale (y compris des images, textes, mises en pages ou formes) d'Amazon sans notre autorisation expresse et écrite.",3
66,Vous ne devez pas utiliser de méta tags ou tout autre « texte caché » utilisant le nom ou les marques déposées d'Amazon sans notre autorisation expresse et écrite.,3
67,Vous ne devez pas faire un mauvais usage d'un Service Amazon.,3
68,Vous devez utiliser les Services Amazon comme autorisé par la loi.,3
69,Les licences accordées par Amazon prendront fin si vous ne respectez pas ces Conditions d'Utilisation ou les Conditions des Services.,3
70,"VOTRE COMPTE
Vous pouvez avoir besoin d'un compte personnel Amazon pour utiliser certain Services Amazon, et il peut vous être demandé de vous connecter au compte et d'avoir une méthode de paiement valide associée à celui-ci.",3
71,"En cas de problème pour utiliser la méthode de paiement que vous avez sélectionnée, nous pourrons utiliser toute autre méthode de paiement valide associée à votre compte.",3
72,Cliquez ici pour gérer vos options de paiement.,3
73,"Si vous utilisez un quelconque Service Amazon, vous êtes responsable du maintien de la confidentialité de votre compte et mot de passe, des restrictions d'accès à votre ordinateur et autres équipements, et dans la limite de ce qui est autorisé par la loi applicable, vous acceptez d'être responsable de toutes les activités qui ont été menées depuis de votre compte ou avec votre mot de passe.",3
74,"Vous devez prendre toutes les mesures nécessaires pour vous assurer que votre mot de passe reste confidentiel et sécurisé, et devez nous informer immédiatement si vous avez des raisons de croire que votre mot de passe est connu de quelqu'un d'autre, ou si le mot de passe est utilisé ou susceptible d'être utilisé de manière non autorisée.",3
75,"Vous êtes responsable de la validité et du caractère complets des informations que vous nous avez fournies, et devez nous informer de tout changement concernant ces informations.",3
76,Vous pouvez accéder à vos informations dans la section Votre compte du site internet.,3
77,Veuillez consulter nos pages d'aide relatives à la Protection de vos informations personnelles pour accéder à vos informations personnelles.,3
78,"Vous ne devez pas utiliser un quelconque Service Amazon : (i) d'une façon qui causerait, ou serait susceptible de causer une interruption, un dommage, ou une altération d'un Service Amazon, or (ii) dans un but frauduleux, ou en relation avec un crime ou une activité illégale, ou (iii) dans le but provoquer des troubles, nuisances ou causes d'anxiétés.",3
79,"Nous nous réservons le droit de refuser l'accès, de fermer un compte, de retirer ou de modifier du contenu si vous êtes en violation des lois applicables, de ces Conditions d'utilisation ou tous autres termes, conditions, lignes directrices ou politique d'Amazon.",3
80,"COMMENTAIRES, CRITIQUES, COMMUNICATIONS ET AUTRE CONTENU
Les visiteurs peuvent mettre en ligne des revues, des commentaires ou tout autre contenu ; envoyer des cartes électroniques ou autres communications, et soumettre des suggestions, des idées, des questions ou toute autre information tant que ce contenu n'est pas illégal, obscène, abusif, menaçant, diffamatoire, calomnieux, contrevenant aux droits de propriété intellectuelle, ou préjudiciable à des tiers ou répréhensible et ne consiste pas ou ne contient pas de virus informatiques, de militantisme politique, de sollicitations commerciales, de chaînes de courriers électroniques, de mailing de masse ou toute autre forme de « spam ».",3
81,"Vous ne devez pas utiliser une fausse adresse e-mail, usurper l'identité d'une personne ou d'une entité, ni mentir sur l'origine d'une carte de crédit ou d'un contenu.",3
82,"Nous nous réservons le droit (sans aucune obligation en l'absence d'un Formulaire de Notification valide), de retirer ou de modifier tout contenu.",3
83,"Si vous pensez qu'un contenu ou une annonce de vente sur un quelconque Service Amazon contient un message diffamatoire, ou que vos droits de propriété intellectuelle ont été enfreints par un article ou une information sur le site internet, merci de nous le notifier en complétant le Formulaire de Notification adéquat, et nous y répondrons.",3
84,"Si vous publiez des commentaires clients, , des questions / réponses ou tout autre contenu généré par vous pour être publié sur le site internet (incluant toute image, vidéo ou enregistrement audio, ensemble le « contenu ») , vous accordez à Amazon, (i) une licence non-exclusive et gratuite pour utiliser, reproduire, , publier, rendre disponible, traduire et modifier ce contenu dans le monde entier(incluant le droit de sous-licencier ces droits à des tiers); et (b) le droit d'utiliser le nom que vous avez utilisé en lien avec ce contenu.",3
85,Aucuns droits moraux ne sont transférés par l'effet de cette clause.,3
86,"Vous pouvez supprimer votre contenu de la vue du public ou, lorsque cette fonctionnalité est offerte, modifier les paramètres pour qu'il ne soit visible que par les personnes auxquelles vous en avez donné l'accès.",3
87,"Vous déclarez et garantissez être propriétaire ou avoir les droits nécessaires sur le contenu que vous publiez ; que, à la date de publication du contenu ou du matériel : (i) le contenu et le matériel est exact, (ii) l'utilisation du contenu et du matériel que vous avez fourni ne contrevient pas à l'une des procédures ou lignes directrices d'Amazon et ne portera pas atteinte à toute personne physique ou morale (notamment que le contenu ou le matériel ne sont pas diffamatoires).",3
88,"Vous acceptez d'indemniser Amazon en cas d'action d'un tiers contre Amazon en lien avec le contenu ou le matériel que vous avez fourni, sauf dans le cas où l'éventuelle responsabilité d'Amazon pourrait être recherchée pour ne pas avoir retiré un contenu dont le caractère illicite lui aurait été notifié (Formulaire de Notification), dès lors que cette action aurait pour cause, fondement ou origine le contenu que vous nous avez communiqué.",3
89,"REVENDICATIONS DE PROPRIETE INTELLECTUELLE
Amazon respecte la propriété intellectuelle d'autrui.",3
90,"Si vous pensez qu'un de vos droits de propriété intellectuelle a été utilisé d'une manière qui puisse faire naitre une crainte de violation desdits droits, merci de suivre notre Procédure et formulaire de notification de violation de droits.",3
91,"CONDITIONS LOGICIEL AMAZON
S'ajoute à ces Conditions d'Utilisation, les conditions suivantes qui s'appliquent à tous les logiciels (en ce compris les mises à jour ou les évolutions du logiciel et de toute la documentation liée) que nous vous rendons disponibles pour votre utilisation des Services Amazon (ci-après « Logiciels Amazon »).",3
92,"AUTRES ENTREPRISES
Des tiers autres qu'Amazon gèrent des boutiques, proposent des services et vendent des lignes de produits sur ce site internet.",3
93,"De surcroit, nous fournissons des liens vers des sites internet de société affiliées et d'un certain nombre d'entreprises.",3
94,"Nous ne sommes pas responsables de l'examen ou de l'évaluation, et nous ne garantissons pas les offres de ces entreprises ou de ces particuliers, ou le contenu de leurs sites internet.",3
95,"Amazon n'assume aucune responsabilité ou obligation pour les actes, produits ou contenu de ces entreprises ou de ces particuliers ou d'autres tiers.",3
96,"Vous êtes informés quand un tiers est impliqué dans votre transaction, et nous pouvons partager vos informations en lien avec cette transaction avec ce tiers.",3
97,Vous devez examiner leurs politiques de confidentialité et autres conditions d'utilisation avec attention.,3
98,"ROLE D'AMAZON
Amazon permet à des vendeurs tiers de lister et de vendre leurs produits sur Amazon.fr.",3
99,"Dans chacun de ces cas, ceci est indiqué sur la page respective de détail du produit.",3
100,"Bien qu'Amazon, en tant qu'hébergeur, facilite les transactions réalisées sur la place de marché (ou Marketplace) d'Amazon, Amazon n'est ni l'acheteur ni le vendeur des produits des vendeurs tiers.",3
101,Amazon fournit un lieu de rencontre dans lequel les acheteurs et vendeurs complètent et finalisent leurs transactions.,3
102,"En conséquence, pour la vente de ces produits de vendeurs tiers, un contrat de vente est formé uniquement entre l'acheteur et le vendeur tiers.",3
103,Amazon n'est pas partie à un tel contrat et n'assume aucune responsabilité ayant pour origine un tel contrat ou découlant de ce contrat de vente.,3
104,Amazon n'est ni l'agent ni le mandataire des vendeurs tiers.,3
105,Le vendeur tiers est responsable des ventes de produits et des réclamations ou tout autre problème survenant ou lié au contrat de vente entre lui et l'acheteur.,3
106,"Parce qu'Amazon souhaite que l'acheteur bénéficie d'une expérience d'achat la plus sûre, Amazon offre la Garantie A à Z en plus de tout droit contractuel ou autre.",3
107,"DROIT APPLICABLE
Les présentes Conditions d'utilisation sont soumises au droit luxembourgeois (à l'exception de ses dispositions concernant les conflits de loi), et l'application de la Convention de Vienne sur les contrats de vente internationale de marchandises est expressément exclue.",3
108,"Si vous êtes un consommateur et que votre résidence habituelle est située dans un pays de l'Union Européenne, vous bénéficiez également de droits vous protégeant en vertu des dispositions obligatoires de la loi applicable dans votre pays de résidence.",3
109,"Vous, comme nous, acceptons de soumettre tous les litiges occasionnés par la relation commerciale existant entre vous et nous à la compétence non exclusive des juridictions de la ville de Luxembourg, ce qui signifie que pour l'application des présentes Conditions d'utilisation, vous pouvez intenter une action pour faire valoir vos droits de consommateur, au Luxembourg ou dans le pays de l'Union Européenne dans lequel vous résidez.",3
110,La Commission Européenne met à disposition une plateforme en ligne de résolution des différends à laquelle vous pouvez accéder ici: https://ec.europa.eu/consumers/odr/.,3
111,"Si vous souhaitez attirer notre attention sur un sujet, merci de nous contacter.",3
112,"RENONCIATION
Si vous enfreignez ces Conditions d'utilisation et que nous ne prenons aucune action, nous serions toujours en droit d'utiliser nos droits et voies de recours dans toutes les autres situations où vous violeriez ces Conditions d'utilisation.",3
113,"MINEURS
Nous ne vendons pas de produits aux mineurs.",3
114,Nous vendons des produits pour enfants pour des achats par des adultes.,3
115,"Si vous avez moins de  ans, vous ne pouvez utiliser un Service Amazon que sous la surveillance d'un parent ou d'un tuteur.",3
116,Les offres de produits contenant de l'alcool sont destinées à des personnes majeures.,3
117,Vous devez avoir au moins  ans pour acheter de l'alcool ou utiliser toute fonctionnalité du site concernant de l'alcool.,3
118,"CONDITIONS GENERALES DE VENTE
Bienvenue sur le site Amazon.fr.",3
119,"Amazon EU SARL et/ou ses sociétés affiliées (« Amazon ») vous fournissent des fonctionnalités de site internet et d'autres produits et services quand vous visitez ou achetez sur le site internet Amazon.fr (le « Site Internet »), utilisez des produits et services d'Amazon, utiliser des applications Amazon pour mobile, ou utiliser des logiciels fournis par Amazon dans le cadre de tout ce qui précède (ensemble ci-après, les « Services Amazon »).",3
120,Amazon fournit les Services Amazon selon les conditions définies dans cette page.,3
121,Ces Conditions Générales de Vente régissent la vente de produits entre Amazon EU SARL et vous.,3
122,"Pour les conditions relatives à la vente entre vous et des vendeurs tiers sur le Site Internet Amazon.fr, veuillez prendre connaissance du Contrat Amazon Services Europe Business Solutions.",3
123,Nous offrons un large panel de Services Amazon et il se peut que des conditions additionnelles s'appliquent.,3
124,"Par ailleurs, lorsque vous utilisez un Service Amazon (par exemple votre Profil, les Chèques-Cadeaux, les applications pour mobile ou le Gestionnaire de communication), vous êtes également soumis aux termes, lignes directrices et conditions applicables à ce Service Amazon (les « Conditions du Service »).",3
125,"Si ces Conditions Générales de Ventes entrent en contradiction avec les Conditions du Service, les Conditions du Service prévaudront.",3
126,Merci de lire ces conditions attentivement avant d'effectuer une commande avec Amazon EU SARL.,3
127,"En commandant avec Amazon EU SARL, vous nous notifiez votre accord d'être soumis aux présentes conditions.",3
128,"COMMENT COMMANDER
Si vous souhaitez acheter un ou plusieurs produit(s) figurant sur le Site Internet, vous devez sélectionner chaque produit que vous souhaitez acheter et l'ajouter à votre panier.",3
129,"Lorsque vous avez sélectionné tous les produits que vous voulez acheter, vous pouvez confirmer le contenu de votre panier et passer la commande.",3
130,"A ce stade, vous serez redirigé vers une page récapitulant les détails des produits que vous avez sélectionnés, leur prix et les options de livraisons (avec les frais de livraison concernés).",3
131,Vous devrez alors choisir les options de livraison ainsi que les méthodes d'envoi et de paiement qui vous conviennent le mieux.,3
132,"En haut de cette page, se situe le bouton d'achat.",3
133,Vous devez cliquer sur ce bouton pour confirmer et passer votre commande.,3
134,"Après avoir passé votre commande, nous vous adressons un message de confirmation.",3
135,"Si vous utilisez certains Services Amazon (tels que les Applications Amazon pour mobile), le message de confirmation pourra être envoyé via le Gestionnaire de communication sur le site.",3
136,Nous vous informons de l'envoi de vos articles.,3
137,Vous avez néanmoins la possibilité de modifier votre commande jusqu'à la date d'envoi de vos articles.,3
138,Veuillez noter que nous vendons des produits seulement en quantités correspondant aux besoins moyens habituels d'un foyer.,3
139,Ceci s'applique aussi bien au nombre de produits commandés dans une seule commande qu'au nombre de commandes individuelles respectant la quantité habituelle d'un foyer normal passées pour le même produit.,3
140,Amazon ne vend pas aux bibliothèques de prêt.,3
141,Vous acceptez d'obtenir les factures de vos achats par voie électronique.,3
142,Les factures électroniques seront mises à votre disposition au format .pdf dans l'espace Votre compte sur notre Site Internet.,3
143,"Pour chaque livraison, nous vous indiquerons dans le message de confirmation d'envoi si une facture électronique est disponible.",3
144,"Pour plus d'informations sur les factures électroniques et pour savoir comment recevoir une copie papier, merci de consulter nos pages d'Aide.",3
145,"DROIT DE RETENTION
Les produits livrés restent la propriété d'Amazon jusqu'à leur remise au transporteur.",3
146,"DROIT DE RETRACTATION DE  JOURS, EXCEPTIONS AU DROIT DE RETRACTATION, NOTRE POLITIQUE DE RETOURS SOUS  JOURS
DROIT LEGAL DE RETRACTATION
A moins que l'une des exceptions listées ci-dessous ne soit applicable, vous pouvez vous rétracter de votre commande sans donner de motif dans un délai de  jours courant à compter de la date à laquelle vous-même, ou un tiers désigné par vous (autre que le transporteur), a pris physiquement possession des biens achetés (ou du dernier bien, lot ou pièce si le contrat porte sur la livraison de plusieurs biens ou plusieurs lots ou pièces livrés séparément) ou de la date à laquelle vous avez conclu le contrat pour les prestations de services.",3
147,"Vous devez nous notifier (Amazon EU Société à responsabilité limitée,  avenue John F. Kennedy, L- Luxembourg) votre décision de vous rétracter de votre commande.",3
148,"Vous pouvez soumettre votre demande en ligne conformément aux instructions et formulaires disponibles auprès de notre centre de retours en ligne, en utilisant ce formulaire, ou par courrier.",3
149,"Dans le cas où vous utiliseriez le Centre de retours en ligne, nous vous enverrons un accusé de réception.",3
150,"Pour respecter la date limite de rétractation, il vous suffit d'envoyer votre demande de rétractation avant que le délai de  jours n'expire et de renvoyer votre produit par le biais de notre centre de retours en ligne.",3
151,"Pour toute information complémentaire sur l'étendue, le contenu et les instructions quant à l'exercice de votre droit de rétractation, merci de contacter notre Service Client.",3
152,"EFFETS DE LA RETRACTATION
Nous vous rembourserons tous les paiements que nous avons reçus de votre part, y compris les frais de livraison standards (c'est-à-dire correspondant à la livraison la moins onéreuse que nous proposons) au plus tard  jours à compter de la réception de votre demande de rétractation.",3
153,"Nous utiliserons le même moyen de paiement que celui que vous avez utilisé lors de votre commande initiale, sauf si vous convenez expressément d'un moyen différent.",3
154,"En tout état de cause, ce remboursement n'occasionnera pas de frais supplémentaires pour vous.",3
155,"Nous pouvons différer le remboursement jusqu'à ce que nous ayons reçu le(s) produit(s) ou jusqu'à ce que vous ayez fourni une preuve d'expédition du (des) produit(s), la date retenue étant celle du premier de ces faits.",3
